工单ID,url,一级标签,二级标签,三级标签,四级标签,局点名称,问题分类,原因分类,问题标题,工单创建时间,工单结单时间,内部建单人,当前处理人,工单负责人,一线处理时长 (h),一点五线处理时长 (h),二线处理时长(h),产研处理时长(h),垂直产研处理时长(h),处理时长(h),待查根因停留时长(h),超长工单,根因描述 ,后续规避措施,备注,进阶分类
10031849,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10031849&sign=85688e8528acefd853d468feeb2e950b,TCE,安全,Web应用防火墙(WAF),Web应用防火墙(WAF),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】waf业务概览没有数据,2022-12-06 16:34:41,2022-12-14 15:16:19,p_xjwen,p_xjwen,p_xjwen,0.23,2.58,0,0,0,2.8,22.46,0,,,,
8594703,https://link.andon.qq.com/rUELpowv,天巡,客户端,容量中心,日常运维,金税信创云平台(互联网区)-总局-forTCE-天巡-正式-2455,基础设施异常,性能问题,【税总发票云-TCE 380-王文庆】北京总局信创互联网，x86天巡容量概览内无数据,2022-04-12 14:58:54,2022-04-19 14:35:45,p_anjianli,p_jiayixie,p_jiayixie,1.98,1.28,0,0,0,3.25,0,0,,,,
10072538,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10072538&sign=3cc1c1e3a8aee54cec7eea93d19d2142,TCE,平台支撑,TCS,TCS,四川金税信创云_互联网区-四川信创云互联专网-四川信创云互联网区az,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-张逸凡】四川互联网tcs-master节点宕机，查带外有大量OOM，厂商检查反馈无硬件问题,2022-12-13 14:44:11,2022-12-20 15:32:57,p_zpmeng,p_zpmeng,p_zpmeng,0.11,0,0.22,0,0,0.32,2.82,0,,,,
10279675,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10279675&sign=49f8da85e2b74f0b9d63f6cb76f58d0b,TCE,安全,安全运营中心(SOC),安全运营中心(SOC),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE-张鑫】【安全】未来城互联网区 御见无法打开web页面,2023-02-08 10:22:08,2023-02-15 15:21:24,p_xinxyyan,p_xinxyyan,p_xinxyyan,0.16,0.6,0,0,0,0.76,0.01,0,,,,
9496377,https://link.andon.tencent.com/F00dgCTJ,TCE,安全,Web应用防火墙(WAF),Web应用防火墙(WAF),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-张纪祥】 waf带宽信息和qps降为0,2022-09-05 17:15:50,2022-09-12 15:34:29,p_pmhliu,p_ccongren,p_ccongren,0.54,1.5,0,0,0,2.04,0,0,,,,
9701506,https://link.andon.tencent.com/v7XQaasj,TCE,平台支撑,运维中心,运维中心,上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-谭孝成】主机与巡检服务器时间差小于1秒,2022-10-14 15:42:54,2022-10-21 15:16:44,p_hwxiong,p_cdyangcai,p_cdyangcai,0.85,0.28,1.34,0,0,2.48,0,0,,,,
9292943,https://link.andon.tencent.com/aK6Djv8W,TCE,平台支撑,TCS,TCS,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】mongos-tceproducttcentersupportmongodb00 Pod cpu使用率(占limit)超过阈值。请协助处理,2022-08-01 16:05:48,2022-08-08 15:15:18,p_anjianli,p_ldantang,p_ldantang,0.24,0.21,0,0,0,0.44,0,0,,,,
9635493,https://link.andon.tencent.com/yGmfnTqa,天巡,客户端,客户端整体,日常运维,上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】天巡巡检 业务区打卡时间戳停止,2022-09-29 10:03:56,2022-10-06 15:23:48,p_daiyimao,p_daiyimao,p_daiyimao,0.04,6.33,0,0,0,6.36,0,0,,,,
9374315,https://link.andon.tencent.com/4zwhvwqP,TCE,安全,网络入侵防护系统(NIPS),网络入侵防护系统(NIPS),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】【天幕】天幕无法查看告警，弹出警告,2022-08-16 09:54:22,2022-08-23 15:16:49,p_andysshi,p_tomi,p_tomi,0.74,0.68,0,0,0,1.42,0,0,,,,
9070340,https://link.andon.qq.com/fYjqt35q,TCE,平台应用,运维平台(OSP),运维平台(OSP),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品技术咨询,性能问题,【税总发票云-TCE 380-王成】cmdb组件 dbsql失败 麻烦帮忙看看！,2022-06-23 23:08:11,2022-06-30 14:56:33,p_xuyangyin,p_xuyangyin,p_xuyangyin,0.08,0.05,0,0,0,0.13,0,0,,,,
9511758,https://link.andon.tencent.com/P0MOq7dD,TCE,存储,日志服务(CLS),日志服务(CLS),金税信创云平台_备份_互联网区-总局非国产化互联网区-总局非国产化互联网区,巡检发现异常,性能问题,【税总广东-TCE380-张均衡】 cls检查zk服务失败,2022-09-07 17:03:14,2022-09-14 15:36:45,p_xyxinyang,p_xyxinyang,p_xyxinyang,0.09,1.78,0,0,0,1.87,0,0,,,,
10212646,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10212646&sign=5c59dbc1b68da69f14cba06e34bc1375,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总广东-TCE380-黎海懋】总局发票缓存库磁盘暴涨，半个小时增长10%，目前已经96%，预计10分钟会打满。但查看对应目录只有两个DB节点，每个占用1.4TB。磁盘大小3.5TB。,2023-01-14 15:04:40,2023-01-21 15:19:29,p_ppyling,p_ppyling,p_ppyling,0.1,1.02,0,0,0,1.13,0,0,,,,
8949483,https://link.andon.qq.com/z6hThT8y,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总云发票-上海-TCE380-尹旭】高级威胁检测系统NTA  kafka节点不可用,2022-06-06 11:16:40,2022-06-13 14:39:59,p_cdyangcai,p_cjtan,p_cjtan,0.44,6.07,0,0,0,6.51,0,0,,,,
9623559,https://link.andon.tencent.com/Cbmbkkl7,TCE,云监控,云哨,云哨,广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品咨询,性能问题,【税总云发票-上海-TCE-尹旭】Pod cpu使用率(占limit)超过阈值 global.infrastore-metric.infrastore-metric-query-frontend-7f,2022-09-27 15:06:33,2022-10-04 15:16:21,p_cdyangcai,p_cdyangcai,p_cdyangcai,0.15,0.17,0,0,0,0.32,0,0,,,,
8565958,https://link.andon.qq.com/s9ELj0gB,TCE,安全,安全运营中心(SOC),安全运营中心(SOC),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-张栩浩】SOC分析平台isa_normalize服务不停自动重启,2022-04-07 21:23:03,2022-04-11 10:10:32,p_zqdeng,,p_cjtan,10.92,1.31,0.26,1.39,5.52,20.08,64.65,0,,,,
9865526,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9865526&sign=c253b3ce99a55100b9b8ab3ad2c6ae70,TCE,数据库,缓存数据库(Redis),缓存数据库(Redis),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,业务出现异常,性能问题,【税总云发票-上海-TCE-谭孝成】天巡巡检项-redis[报警]interface未出现限流丢失请求Failed；,2022-11-10 10:06:04,2022-11-18 15:11:06,p_pchenchen,p_pgangyu,p_pgangyu,0.42,1.8,0,0,0,2.22,26.83,0,,,,
10017706,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10017706&sign=1642c003dd9e34396d495289d094b07a,TCE,计算,容器服务(TKE),容器服务(TKE),四川金税新创云-四川信创云业务专网-四川信创业务AZ,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-黄一敏】租户创建TKE集群卡死,2022-12-04 17:37:31,2022-12-11 15:17:28,p_yxiongxie,p_yxiongxie,p_yxiongxie,0.32,0,0.78,0,0,1.1,3.86,0,,,,
9930883,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9930883&sign=ef29f832584eb07fe836d3de567699fe,TCE,网络,负载均衡(CLB),弹性公网IP(TGW-EIP),天津金税信创云_互联网区-天津金税信创互联网-天津金税信创互联网一区,产品出现异常,性能问题,【税总发票云-厦门-TCE-汪晓雷】互联网区新建弹性公网IP失败,2022-11-21 11:22:02,2022-11-28 15:26:54,p_longppeng,p_longppeng,p_longppeng,0.14,1.32,0,0.57,0,2.03,1.72,0,,,,
9139240,https://link.andon.qq.com/R4dlXRIx,TCE,计算,容器服务(TKE),容器服务(TKE),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总广东-TCE380-汪晓雷】tke镜像推送失败,2022-07-05 18:11:37,2022-07-13 14:34:45,p_anjianli,p_ldantang,p_ldantang,0.37,6.11,0,0.05,0,6.52,1.6,0,,,,
8157206,https://link.andon.qq.com/GK3wyYS3,TCE,平台支撑,TCS,TCS,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-胡帆】云哨告警 DCOS 物理机触发事件监控默认告警,2022-02-08 10:09:51,2022-02-22 14:30:25,p_cjtan,p_pmhliu,p_pmhliu,0.45,8.09,0,0,0,8.54,166.28,0,,,,
8857111,https://link.andon.qq.com/IPon5BZE,TCE,网络,负载均衡(CLB),内网7层负载均衡(STGW-LAN),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-唐光宇】广东互联网内网7层规则增加 pod 数量后压测的性能反而降低，需要排查原因确认监控没有问题，因为7层后面测的4层，测试数据正常，所以怀疑性能瓶颈是因为经过了 7层负载均衡,2022-05-21 17:44:12,2022-05-30 14:34:50,p_ttingzeng,p_tomi,p_tomi,0.62,1.03,0,0,0,1.65,43.93,0,,,,
8892293,https://link.andon.qq.com/dTbeeksr,TCE,平台应用,基础平台,基础平台(运营端),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总发票云-TCE 380-董小松】【变更单号C160785】Tcenter 变更问题咨询,2022-05-26 17:17:28,2022-06-02 14:35:46,p_anjianli,p_pmhliu,p_pmhliu,0.12,5.07,0,0,0,5.2,0,0,,,,
9874740,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9874740&sign=414a0c9e466f6460fa76e3e97a224cfe,TCE,数据库,分布式云数据库(TBase),服务请求,四川金税新创云-四川信创云业务专网-四川信创业务AZ,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-汪晓雷】tbase服务器报错oom,2022-11-11 11:02:57,2022-11-18 15:13:29,p_qfzeng,p_yxiongxie,p_yxiongxie,0.3,1.16,0,0,0,1.46,6.06,0,,,,
9782922,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9782922&sign=56cd74b15dd1736ad1e8fcad774a8ea1,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-谭孝成】运营端御界页面报错,2022-10-28 11:49:48,2022-11-04 15:27:43,p_hwxiong,p_hwxiong,p_hwxiong,0.15,0.22,0,0,0,0.37,0,0,,,,
9620502,https://link.andon.tencent.com/O53aUryr,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE】【御界】运营端御界页面无法正常打开，显示集群节点10.106.1.150状态上报异常。,2022-09-27 10:03:37,2022-10-04 15:13:05,p_cjtan,p_cjtan,p_cjtan,0.08,1.61,0,0,0,1.68,0,0,,,,
9432226,https://link.andon.tencent.com/CE1l46lD,TCE,云监控,云哨,云哨,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【云哨】【税总云发票-上海-TCE-尹旭】Pod 实际内存使用率（占limit)超过阈 tcloud-barad-storm-worker-5,2022-08-25 15:45:32,2022-09-01 15:15:40,p_pqiaozeng,p_pqiaozeng,p_pqiaozeng,0.07,0.31,0,0,0,0.38,0,0,,,,
8123850,https://link.andon.qq.com/D92cqjow,TCE,平台应用,身份和访问管理服务(CAM),身份和访问管理服务(CAM),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总发票云-TCE 380-温祺锐】【cam】 arm 业务区 coding用户访问无权限,2022-01-25 18:16:32,2022-02-02 14:33:02,p_jiayixie,p_xuyangyin,p_xuyangyin,0.14,3.62,0,0.12,0,3.89,2.97,0,,,,
8254510,https://link.andon.qq.com/Pv6bmUox,TCE,计算,容器服务(TKE),容器服务(TKE),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-黄全辉】tsf导入tke集群失败，请协助处理,2022-02-23 20:05:31,2022-03-07 14:30:26,p_pjunbai,p_pmhliu,p_pmhliu,12.81,35.11,0,0,0,4.53,114.15,0,,,,
9987200,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9987200&sign=9cf6e891ed31c945aab03cac16531d32,TCE,网络,负载均衡(CLB),内网4层负载均衡(TGW-LAN),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】4层clb网卡接收丢包告警 10.106.32.5,2022-11-29 15:47:28,2022-12-08 09:40:06,p_pmhliu,,p_pmhliu,0.28,1.67,0,0,0,1.94,144.34,1,,,,
9752308,https://link.andon.tencent.com/XV0WqBYZ,TCE,平台支撑,TCS,TCS,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-谭孝成】云哨告警-tcs：Etcd更新失败的序列总数超过阈值,2022-10-24 15:49:09,2022-10-31 15:16:35,p_xuyangyin,p_xuyangyin,p_xuyangyin,0.14,0,1.11,0,0,1.25,0,0,,,,
8067990,https://link.andon.qq.com/Mg19A8Lq,TCE,计算,容器服务(TKE),容器服务(TKE),广东金税信创云_业务专网区-广东信创业务-广东信创互联网AZ,产品技术咨询,性能问题,【税总广东-tce380】【tsf】tsf容器集群需要扩容cpu核数，请帮忙提供方案,2022-01-17 22:34:48,2022-01-24 14:52:47,p_yulanhe,p_yulanhe,p_yulanhe,1.04,0.38,0,0,0,1.42,0,0,,,,
9414799,https://link.andon.tencent.com/FvG4K3a9,TCE,云监控,云哨,云哨,广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品技术咨询,性能问题,【税总广东-TCE380-张均衡】TCS-master宕机导致天巡页面无数据,2022-08-23 10:30:07,2022-08-30 15:20:12,p_daiyimao,p_daiyimao,p_daiyimao,0.15,4.34,0,2.01,0,6.49,0,0,,,,
9905424,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9905424&sign=0032f0aeaedefafad0b9a9d361e9b4a5,TCE,云监控,云哨,云哨,上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】【TCS】磁盘使用空间告警10.106.0.9,2022-11-16 14:40:03,2022-11-23 15:14:57,p_zpmeng,p_zpmeng,p_zpmeng,0.11,0,0.86,0,0,0.97,0.02,0,,,,
8406444,https://link.andon.qq.com/QMMp3YNe,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),上海金税信创云_业务专区-shxcyw-shxcywaz1,客户服务请求,性能问题,【税总云发票-上海-TCE-张煜航】【tdsql】客户在做压测时涉及到要对tdsql的实例的一些信息进行监控,2022-03-16 21:56:14,2022-03-24 14:50:57,p_tomi,p_tomi,p_tomi,0.1,2.2,0,0,0,2.29,0,0,,,,
10442419,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10442419&sign=a8ef4d627d9996d3c8085be37ee2b032,TCE,网络,私有网络(VPC),NAT网关(NATGW),云南金税信创云_互联网专区-云南金税信创互联专网-云南金税信创互联专网一区,产品出现异常,性能问题,【税总发票云-云南-TCE-罗思帆】nat出公网耗时长，需要查原因,2023-03-14 01:06:23,,p_yxiongxie,p_qfzeng,p_qfzeng,0.14,1.34,0,0,0,9.07,6.58,0,,,,
8326527,https://link.andon.qq.com/JMf6mAZF,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,巡检发现问题,性能问题,【税总广东-TCE380-刘梓龙】【tsf】业务区-天巡告警-tsf告警中es索引检测为拒绝连接，需要协助查看,2022-03-06 20:12:08,2022-03-13 14:31:18,p_xjwen,p_xjwen,p_xjwen,0.19,3.26,0,0,0,3.45,0,0,,,,
9746068,https://link.andon.tencent.com/Kxna3Qon,TCE,存储,对象存储(CSP),对象存储(CSP),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,巡检发现异常,性能问题,【税总广东-TCE380-郭应怀】广东业务csp请求成功率低于40%，目前请求成功率只有5%，可能是由于大量tdsql备份导致,2022-10-23 03:36:23,2022-10-31 15:11:17,p_pmhliu,p_gwweigao,p_gwweigao,0.77,0,1.02,0,0,1.79,29.35,0,,,,
9370777,https://link.andon.tencent.com/o4fMf4fb,TCE,云监控,云监控(Barad),云监控(Barad),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,基础设施异常,性能问题,【税总发票云-TCE 380】barad barad-es 的storm bolt capactiy的值大于预设值，需要帮忙看一下,2022-08-15 15:42:48,2022-08-22 15:16:50,p_andysshi,p_lchengluo,p_lchengluo,0.45,1.29,0,0,0,1.74,0,0,,,,
9840424,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9840424&sign=3e7537e2cbb677171e835cc4d05e163e,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品咨询,性能问题,【税总云发票-上海-TCE-尹旭】页面打开加载慢,2022-11-07 09:21:17,2022-11-14 15:11:44,p_yxiongxie,p_yxiongxie,p_yxiongxie,0.57,1.18,0,0,0,1.75,0,0,,,,
9926695,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9926695&sign=e5dae9a3c034e3680d24deb6b2c3a24a,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,产品出现异常,性能问题,【税总广东-TCE380-陈浩华】北京二办环境，tdsql性能问题,2022-11-19 23:24:43,2022-12-01 15:10:38,p_pchenchen,p_pbwjiang,p_pbwjiang,1.84,0.44,0,11.35,2.63,16.26,99.64,0,,,,
10260742,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10260742&sign=b26383d04d48596b2887734046afa700,TBDS,平台问题,基础组件,chrony,佛山-TBDS-正式-3606,客户服务请求,性能问题,【国税北京信创-TBDS-陈玉伦】TBDS集群时间调整,2023-02-03 10:03:18,2023-02-10 15:25:50,p_xyxinyang,p_xyxinyang,p_xyxinyang,0.06,7.31,0,0,0,7.37,0,0,,,,
9768143,https://link.andon.tencent.com/aPB7UEO2,TCE,安全,Web应用防火墙(WAF),Web应用防火墙(WAF),厦门金税信创云_业务专网区-厦门金税信创业务专网-厦门金税信创云业务专网一区,产品咨询,性能问题,【税总发票云-TCE 380-董小松】【waf】手动注入一条攻击，攻击日志显示多条,2022-10-26 15:03:57,2022-11-02 15:30:24,p_pgangyu,p_pgangyu,p_pgangyu,0.18,2.9,0,0,0,3.08,0.03,0,,,,
9424579,https://link.andon.tencent.com/GrcVd6Eb,L1级专用,TCE,TDSQL数据库(DCDB分布式数据库),故障,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【故障演习】电票平台前端数字账户页面点击用票服务返回调用接口异常,2022-08-24 15:12:18,2022-08-31 15:31:34,p_anjianli,p_anjianli,p_anjianli,0.04,0.63,0,0,0,0.66,0,0,,,,
9285968,https://link.andon.tencent.com/Qo4LgZ79,TCE,存储,对象存储(CSP),对象存储(CSP),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-刘梓龙】csp告警“部分请求处理缓慢，集群压力可能较大，0.002%的数据副本数不足，需要恢复，部分数据不可用”,2022-07-30 23:51:03,2022-08-07 15:13:11,p_qfzeng,p_pbinqiu,p_pbinqiu,0.5,1.85,0,0,0,2.36,14.01,0,,,,
9996372,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9996372&sign=ee81344695aec04fa6300d860e498c50,TCE,云监控,云哨,云哨,金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,产品出现异常,性能问题,【税总广东-TCE380-陈丰】3100租户端tdsql没有监控数据,2022-11-30 16:49:47,2022-12-07 15:38:08,p_kaiweiyi,p_kaiweiyi,p_kaiweiyi,0.08,0,0.33,0,0,0.41,0.36,0,,,,
9665215,https://link.andon.tencent.com/G8wd97qU,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-谭孝成】运营端御界页面无法正常打开。,2022-10-09 11:31:48,2022-10-16 15:14:11,p_tomi,p_tomi,p_tomi,0.13,4.29,0,0,0,4.42,0,0,,,,
8057840,https://link.andon.qq.com/UAiBjcjG,TCE,平台支撑,ES,ES,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,使用方法咨询,性能问题,【税总发票云-TCE 380】【es】arm业务区租户端分布式数据库mysql系统监控无数据，需要ES同学支持一下,2022-01-16 14:35:24,2022-01-17 09:14:43,p_xjwen,,p_xjwen,0.07,2.63,0,0,0,2.7,0,0,,,,
9536264,https://link.andon.tencent.com/fAREUOH7,TCE,平台支撑,Kafka,Kafka,金税信创云平台_备份_互联网区-总局非国产化互联网区-总局非国产化互联网区,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】天巡 kafka 生产消息为0,2022-09-13 15:18:46,2022-09-20 15:27:46,p_xjwen,p_xjwen,p_xjwen,0.26,0.73,0,0,0,0.99,1.67,0,,,,
8660636,https://link.andon.qq.com/69gPO2LU,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台_备份_业务专网区-总局非国产化业务专网区-总局非国产化业务专网区,产品出现异常,性能问题,【税总广东-TCE380-刘强羽】TDSQL扩容 拉完数据很长一段时间，但租户端依然显示【调整配置中】，需要协助排查,2022-04-20 23:49:31,2022-04-28 14:31:28,p_ldantang,p_pbinqiu,p_pbinqiu,12.05,3.7,1.37,0.18,0.69,18.21,5.1,0,,,,
10371018,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10371018&sign=056fdc62c79c0d08a09e0f19de40aecc,TCE,数据库,分布式云数据库(TBase),服务请求,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,业务出现异常,性能问题,【税总广东-TCE380-张雨琦】 tbase， 现在广东查询库DN节点很多这种等待事件，引起业务严重阻塞了,2023-02-27 18:48:57,2023-03-09 15:10:42,p_ppyling,p_wzpwwang,p_wzpwwang,0.06,0.49,0,0.38,4.26,5.19,65.04,0,,,,
10407607,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10407607&sign=e62f90eab26e6ccfd01abff8553666ad,TCE,数据库,分布式云数据库(TBase),资源不足,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-张雨琦】cpu使用率cn007显示异常的高,2023-03-07 09:27:10,,p_pxhewen,p_longppeng,p_longppeng,0.6,0.97,0,0,0,1.57,145.39,1,,,,
9323814,https://link.andon.tencent.com/M9JZioWU,TCE,云监控,云监控(Barad),云监控(Barad),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-张纪祥】监控storm bolt capactiy参数指标大于0.5异常,2022-08-05 18:59:05,2022-08-12 15:40:25,p_tomi,p_zleizhong,p_zleizhong,0.13,0.36,0,0,0,0.49,0,0,,,,
9154689,https://link.andon.qq.com/qukIRLrq,TCE,云监控,云监控(Barad),云监控(Barad),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总广东-TCE380-张佳昌】北京总局生产内网有个tdsql系统监控，部分无数据,2022-07-07 19:56:09,2022-07-14 14:40:02,p_lchengluo,p_lchengluo,p_lchengluo,0.09,3.37,0,0,0,3.46,0,0,,,,
9647104,https://link.andon.tencent.com/lhHpyOvV,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),金税信创云平台南海_业务专网区-总局南海业务信创-总局南海业务信创区,产品出现异常,性能问题,【税总广东-TCE380-覃明昊】总局业务NTA高级威胁检测系统流量为0,2022-09-30 20:32:14,2022-10-12 15:10:27,p_wwjunwang,p_pqiaozeng,p_pqiaozeng,1.05,0.43,4.54,0,0,6.01,112.29,0,,,,
9899138,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9899138&sign=6d1f4c1470e267c7d6a864bbd24db8eb,TCE,平台支撑,TCS,TCS,陕西金税信创云_业务专网区-陕西金税信创业务专网-陕西金税信创业务专网一区,产品咨询,性能问题,【税总云发票-上海-TCE-尹旭】etcd 数据存储路径更换 78.11.0.9,2022-11-15 16:20:47,2022-11-22 15:15:22,p_xjwen,p_xjwen,p_xjwen,0.09,0,0.51,0,0,0.61,0,0,,,,
8739161,https://link.andon.qq.com/qoHjP6QS,TCE,平台支撑,运维中心,运维中心,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,平台业务规划,性能问题,【税总广东-TCE380罗思帆】【平台支撑】业务区 ocloud-osp-cmdb-es pod异常,2022-05-03 21:31:34,2022-05-10 14:31:36,p_pqiaozeng,p_pqiaozeng,p_pqiaozeng,0.12,0.47,0,0,0,0.59,0,0,,,,
9069860,https://link.andon.qq.com/U1udDamy,TCE,存储,对象存储(CSP),对象存储(CSP),金税信创云平台_备份_互联网区-总局非国产化互联网区-总局非国产化互联网区,产品出现异常,性能问题,【税总广东-TCE380-卢杰达】，帮忙提个单，广东信创业务区，csp监控告警部分数据出现副本不一致，集群状态为err,2022-06-23 20:26:25,2022-07-01 14:31:21,p_zleizhong,p_wwjunwang,p_wwjunwang,0.39,2.64,0,0,0,3.03,20.27,0,,,,
9958851,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9958851&sign=5fb7bd43034630560e17bc5729d6fc9c,TCE,存储,日志服务(CLS),日志服务(CLS),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-覃明昊】cls的kafka机器磁盘满了，需要协助清理,2022-11-24 21:42:23,2022-12-02 15:11:37,p_bocui,p_zpmeng,p_zpmeng,0.12,2.77,0,0,0,2.89,16.62,0,,,,
9230201,https://link.andon.qq.com/0rfeSiLt,TCE,安全,安全运营中心(SOC),安全运营中心(SOC),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-汪晓雷】soc无事件，仪表板中事件总数为0,2022-07-21 10:12:14,2022-07-29 14:32:49,p_anjianli,p_andysshi,p_andysshi,1.63,9.57,0,0,0,11.2,13.34,0,,,,
8201981,https://link.andon.qq.com/tQxIUxgl,TCE,存储,文件存储(CFS),文件存储(CFS),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-卢杰达】【cfs】云哨cfs告警，文件系统内部异常告警,2022-02-15 21:03:45,2022-02-15 21:32:11,p_zleizhong,,p_zleizhong,0.08,0.38,0,0,0,0.47,0,0,,,,
